,,Orkut,LiveJournal,Wiki,Talk
bfs,GraphTango,5.639874,2.9523490000000003,0.570411,0.064571
bfs,temp,5.609027999999998,2.960943,0.566247,0.06276000000000001
bfs,GT No Switch,5.406031,3.0312910000000004,0.6170469999999999,0.072544
bfs,GT Only Growth,5.677649999999998,3.0296419999999995,0.5972080000000001,0.09377199999999998



