Orkut,batch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,
Orkut,CFH + adjList,0.096746,0.097003,0.097055,0.097444,0.096941,0.09771,0.096374,0.096571,0.096727,0.096362,0.096756,0.096471,0.095795,0.096084,0.096425,0.096649,0.096811,0.09621,0.096833,0.096667,0.096762,0.096842,0.096642,0.096658,0.096086,0.096191,0.096073,0.096124,0.095699,0.09617,0.096378,0.096226,0.095488,0.096246,0.095663,0.09589,0.095955,0.096221,0.095926,0.095622,0.095512,0.095013,0.095727,0.09464,0.095258,0.095126,0.095222,0.094561,0.093799,0.093935,0.093852,0.094241,0.094114,0.093745,0.094512,0.093827,0.094218,0.093861,0.094576,0.095539,0.095017,0.0962,0.095394,0.09556,0.095543,0.095023,0.094677,0.095151,0.095028,0.095087,0.094949,0.094878,0.094936,0.093877,0.093739,0.093663,0.093302,0.093091,0.093339,0.092361,0.092278,0.091442,0.090976,0.090772,0.090088,0.090533,0.090448,0.089614,0.089311,0.089047,0.088143,0.086866,0.086675,0.08663,0.085419,0.084858,0.084764,0.083959,0.083218,0.085441,0.081696,0.080154,0.079782,0.078799,0.078185,0.076615,0.075095,0.07512,0.073142,0.071184,0.069607,0.067797,0.06919,0.06266,0.060723,0.057787,0.055436,0.009753,
Orkut,Stinger,0.42173,0.423263,0.43304,0.431838,0.429715,0.426372,0.438,0.435074,0.440243,0.44384,0.443011,0.434218,0.435431,0.440746,0.440288,0.436833,0.445147,0.44053,0.440622,0.451294,0.447064,0.449883,0.453415,0.448088,0.449425,0.445503,0.451409,0.449754,0.445125,0.445486,0.446501,0.453656,0.447454,0.446726,0.455268,0.445273,0.452318,0.455706,0.446257,0.450812,0.449465,0.442637,0.452108,0.4484,0.445692,0.452745,0.452586,0.455339,0.453013,0.450945,0.453454,0.45345,0.452928,0.448608,0.44995,0.458568,0.450661,0.449614,0.453469,0.454166,0.455738,0.462382,0.449601,0.453748,0.452098,0.450507,0.459267,0.451978,0.453112,0.455248,0.449799,0.45824,0.450627,0.454248,0.44782,0.463871,0.452575,0.458545,0.456649,0.454946,0.452905,0.454165,0.457427,0.458484,0.459651,0.453817,0.455871,0.454557,0.458266,0.454944,0.454776,0.451632,0.460431,0.459066,0.45493,0.454999,0.453885,0.454488,0.454639,0.452466,0.458679,0.452517,0.458374,0.454925,0.450395,0.455068,0.452444,0.450751,0.454776,0.456052,0.454021,0.457104,0.454071,0.460612,0.448441,0.453884,0.459426,0.085647,
Orkut,AdListShared,0.147099,0.151287,0.150558,0.151197,0.150792,0.151492,0.150805,0.151436,0.150589,0.151508,0.151003,0.150833,0.151117,0.150557,0.151128,0.151065,0.151295,0.151108,0.151273,0.150974,0.151018,0.151126,0.151402,0.151356,0.15088,0.150783,0.151507,0.151313,0.150465,0.150436,0.150754,0.152069,0.152117,0.151001,0.150897,0.151289,0.151032,0.151501,0.151056,0.151454,0.151641,0.150877,0.151641,0.151851,0.15102,0.150738,0.150518,0.150145,0.15113,0.150957,0.150987,0.151064,0.15107,0.150743,0.150703,0.152007,0.150842,0.1511,0.151182,0.152574,0.150357,0.15094,0.150684,0.151014,0.151889,0.151123,0.151216,0.150811,0.151277,0.151293,0.151163,0.150339,0.150367,0.150657,0.150842,0.151943,0.15069,0.151605,0.151065,0.150819,0.151367,0.151371,0.150945,0.151776,0.15061,0.150879,0.151287,0.151306,0.151388,0.151062,0.151912,0.15067,0.154817,0.150495,0.151638,0.151143,0.15074,0.151242,0.150553,0.150688,0.15097,0.150918,0.151395,0.151017,0.151027,0.151239,0.15097,0.150447,0.15434,0.150586,0.150821,0.150777,0.150997,0.152044,0.151378,0.151144,0.150936,0.02843,
Orkut,AdListChunked,0.164894,0.16415,0.163759,0.164561,0.16453,0.164135,0.164283,0.163181,0.164462,0.164275,0.16472,0.164432,0.164123,0.164107,0.164372,0.16403,0.164354,0.163981,0.163832,0.164043,0.16413,0.164288,0.164105,0.163668,0.16309,0.16387,0.164352,0.163352,0.16394,0.163847,0.164228,0.16389,0.163695,0.163924,0.163871,0.163945,0.163973,0.163746,0.163635,0.164443,0.163742,0.164481,0.16369,0.164489,0.163894,0.16418,0.163904,0.164194,0.163352,0.164108,0.164581,0.164557,0.1645,0.164606,0.164231,0.164721,0.164236,0.164134,0.163497,0.163399,0.166773,0.16434,0.16442,0.163664,0.164466,0.164314,0.164025,0.164318,0.164177,0.164228,0.164147,0.164441,0.163791,0.164709,0.164315,0.163586,0.163652,0.164059,0.164904,0.164265,0.164112,0.163814,0.163971,0.16458,0.164701,0.163629,0.16392,0.164528,0.164768,0.164643,0.164228,0.164072,0.163871,0.166503,0.163584,0.165204,0.163455,0.16434,0.163714,0.163816,0.164093,0.164106,0.163808,0.164422,0.163617,0.163966,0.163948,0.164717,0.164423,0.168862,0.164135,0.163641,0.163649,0.164058,0.164255,0.164475,0.164368,0.031705,
Orkut,DegAwareRHH,0.225433,0.230232,0.223058,0.22653,0.219971,0.223926,0.22149,0.224457,0.226065,0.218617,0.220439,0.225457,0.220613,0.220949,0.217801,0.221938,0.213103,0.218569,0.218229,0.222395,0.223124,0.219435,0.219514,0.225089,0.227386,0.219613,0.220916,0.214108,0.222841,0.215029,0.219253,0.217816,0.221073,0.22223,0.222507,0.216228,0.22253,0.218273,0.225881,0.228154,0.222021,0.222992,0.222759,0.224833,0.22229,0.218603,0.227022,0.215018,0.218301,0.223389,0.226759,0.220437,0.217354,0.218339,0.222109,0.22273,0.218082,0.214888,0.218707,0.22854,0.221486,0.224113,0.227039,0.216085,0.220945,0.223892,0.218553,0.219243,0.225393,0.220834,0.220145,0.220655,0.225386,0.226579,0.21895,0.226526,0.217883,0.216703,0.224334,0.223133,0.221174,0.221618,0.220334,0.21526,0.221187,0.222579,0.224642,0.223439,0.225248,0.217273,0.224798,0.215701,0.221327,0.214459,0.21683,0.224333,0.216214,0.218014,0.220793,0.218254,0.220086,0.222866,0.22004,0.220755,0.218801,0.221209,0.21856,0.21899,0.217785,0.22152,0.216453,0.219118,0.225722,0.222559,0.22295,0.221233,0.224502,0.037362,
,
,
LiveJournal,batch,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,
LiveJournal,CFH + adjList,0.085898,0.087117,0.08719,0.086714,0.086016,0.086204,0.086277,0.086844,0.086441,0.086229,0.08597,0.086405,0.086165,0.085501,0.086064,0.086074,0.085156,0.085239,0.085481,0.084923,0.085184,0.085354,0.085412,0.085184,0.084829,0.08371,0.084017,0.083816,0.083994,0.083184,0.082933,0.083557,0.08305,0.083912,0.083998,0.084094,0.084758,0.084586,0.084005,0.084736,0.084012,0.083862,0.08406,0.087911,0.083085,0.082235,0.081921,0.081041,0.080263,0.080456,0.079239,0.079112,0.078473,0.078076,0.076827,0.075894,0.076026,0.074455,0.073576,0.072259,0.070602,0.07571,0.067744,0.066482,0.064135,0.062436,0.060239,0.058059,0.055417,
